,question,translation,model,condition,language,sentence
132,Question 8,"This seriously damaged Dutch trade, as it was traditionally a maritime and commercial nation.",Qwen3-235B-A22B-Instruct-2507,rag_9_6,NL,"Dit schaadde de Nederlandse handel ernstig, aangezien het traditioneel een maritieme en commerciële natie was."
133,Question 8,"The introduction of French laws, centralization and military conscription also had major social consequences.",Qwen3-235B-A22B-Instruct-2507,rag_9_7,NL,"De invoering van Franse wetten, centralisatie en militaire dienstplicht hadden bovendien grote maatschappelijke gevolgen."
134,Question 8,YOU,Qwen3-235B-A22B-Instruct-2507,rag_9_8,NL,U
135,Question 8,"Napoleon Bonaparte's rule had significant consequences for both England and the Netherlands. For England, Napoleon's rise meant a period of sustained warfare.",Qwen3-235B-A22B-Instruct-2507,baseline_9_0,NL,Napoleon Bonaparte's heerschappij had aanzienlijke gevolgen voor zowel Engeland als Nederland.Voor Engeland betekende Napoleons opkomst een periode van aanhoudende oorlogvoering.
136,Question 8,"As leader of France, he was a direct threat to British security and trade interests.",Qwen3-235B-A22B-Instruct-2507,baseline_9_1,NL,Als leider van Frankrijk was hij een directe bedreiging voor Britse veiligheid en handelsbelangen.
137,Question 8,The Continental Blockade instituted by Napoleon from 1806 was intended to isolate England economically by banning other European countries from trading with Great Britain.,Qwen3-235B-A22B-Instruct-2507,baseline_9_2,NL,De door Napoleon ingestelde Continental Blokade vanaf 1806 moest Engeland economisch isoleren door andere Europese landen te verbieden om met Groot-Brittannië te handelen.
138,Question 8,"Although this damaged British exports, it also stimulated innovation and alternative markets, which contributed to the further industrialization of England.",Qwen3-235B-A22B-Instruct-2507,baseline_9_3,NL,"Dit schaadde weliswaar de Britse export, maar stimuleerde ook innovatie en alternatieve markten, wat bijdroeg aan de verdere industrialisering van Engeland."
139,Question 8,"Furthermore, the struggle against Napoleon led to military victories such as the Battle of Trafalgar 1805, where Admiral Nelson defeated the French fleet, leaving England maritime superior.",Qwen3-235B-A22B-Instruct-2507,baseline_9_4,NL,"Bovendien leidde de strijd tegen Napoleon tot militaire overwinningen zoals de Slag bij Trafalgar 1805, waar admiraal Nelson de Franse vloot versloeg, waardoor Engeland maritiem superieur bleef."
140,Question 8,"Ultimately, the coalition wars against Napoleon contributed to the consolidation of England as a global colonial and maritime power. Napoleon's rule brought major political and institutional changes to the Netherlands.",Qwen3-235B-A22B-Instruct-2507,baseline_9_5,NL,Uiteindelijk droeg de coalitieoorlogen tegen Napoleon bij aan de consolidatie van Engeland als wereldwijde koloniale en maritieme macht.Voor Nederland bracht Napoleons heerschappij grote politieke en institutionele veranderingen.
141,Question 8,Napoleon Bonaparte's rule had a major influence on both England and the Netherlands.,Qwen3-235B-A22B-Instruct-2507,rag_10_0,NL,Napoleon Bonaparte's heerschappij had een grote invloed op zowel Engeland als Nederland.
142,Question 8,"He aimed an economically isolating policy on England through the so-called ""continental system"", in which he tried to close all European ports to British trade.",Qwen3-235B-A22B-Instruct-2507,rag_10_1,NL,"Op Engeland had hij een economisch-isolerend beleid gericht via het zogenaamde ""stelsel van het vaste land"", waarbij hij probeerde alle Europese havens af te sluiten voor Britse handel."
143,Question 8,"His goal was to weaken England economically by depriving her of her export opportunities, hoping that she would eventually capitulate.",Qwen3-235B-A22B-Instruct-2507,rag_10_2,NL,"Zijn doel was om Engeland economisch te verzwakken door het te beroven van haar exportmogelijkheden, in de hoop dat het uiteindelijk zou capituleren."
144,Question 8,This led to a blockade of continental markets for English goods.,Qwen3-235B-A22B-Instruct-2507,rag_10_3,NL,Dit leidde tot een blokkade van de continentale markten voor Engelse goederen.
145,Question 8,Napoleon's domination also had serious consequences in the Netherlands.,Qwen3-235B-A22B-Instruct-2507,rag_10_4,NL,Op Nederland had Napoleons overheersing eveneens ernstige gevolgen.
146,Question 8,The country became an integral part of his strategy against England.,Qwen3-235B-A22B-Instruct-2507,rag_10_5,NL,Het land werd integraal onderdeel van zijn strategie tegen Engeland.
147,Question 8,"From 1810, the Kingdom of Holland was formally annexed and directly subject to France, forcing Dutch port cities to comply with the British blockade.",Qwen3-235B-A22B-Instruct-2507,rag_10_6,NL,"Vanaf 1810 werd het Koninkrijk Holland formeel geannexeerd en direct onderworpen aan Frankrijk, waardoor Nederlandse havensteden verplicht werden de Britse blokkade na te leven."
148,Question 8,"These measures severely damaged the Dutch economy, especially because trade and shipping were traditionally crucial sectors.",Qwen3-235B-A22B-Instruct-2507,rag_10_7,NL,"Deze maatregelen schaadden de Nederlandse economie zwaar, vooral omdat handel en scheepvaart traditioneel cruciale sectoren waren."
149,Question 8,"In addition, high taxes and quotas for soldiers were imposed, which led to social tensions.",Qwen3-235B-A22B-Instruct-2507,rag_10_8,NL,"Daarnaast werden er hoge belastingen en contingenten voor soldaten opgelegd, wat leidde tot sociale spanningen."
150,Question 8,In summary: Napoleon tr,Qwen3-235B-A22B-Instruct-2507,rag_10_9,NL,Samengevat: Napoleon tr
151,Question 8,"Napoleon Bonaparte's rule had significant consequences for both England and the Netherlands. For England, Napoleon's rise meant a period of sustained warfare.",Qwen3-235B-A22B-Instruct-2507,baseline_10_0,NL,Napoleon Bonaparte's heerschappij had aanzienlijke gevolgen voor zowel Engeland als Nederland.Voor Engeland betekende Napoleons opkomst een periode van aanhoudende oorlogvoering.
152,Question 8,"Between 1803 and 1815, Britain and France fought for European hegemony during the Napoleonic Wars.",Qwen3-235B-A22B-Instruct-2507,baseline_10_1,NL,Tussen 1803 en 1815 vochten Groot-Brittannië en Frankrijk tijdens de Napoleontische Oorlogen om Europese hegemonie.
153,Question 8,"Although Napoleon tried to isolate England economically through the Continental System, a blockade against British trade, England managed to circumvent these measures due to its strong navy.",Qwen3-235B-A22B-Instruct-2507,baseline_10_2,NL,"Hoewel Napoleon probeerde Engeland economisch te isoleren via het Continentaal Stelsel een blokkade tegen Britse handel, wist Engeland door zijn sterke marine deze maatregelen te omzeilen."
154,Question 8,British naval dominance was confirmed by the victory at Trafalgar in 1805 under Admiral Nelson.,Qwen3-235B-A22B-Instruct-2507,baseline_10_3,NL,De Britse overheersing op zee werd bevestigd door de overwinning bij Trafalgar in 1805 onder admiraal Nelson.
155,Question 8,"In addition, the war industry stimulated industrial development in England, which contributed to its later industrial preeminence. For the Netherlands, Napoleon's influence dramatically changed the political and administrative structure.",Qwen3-235B-A22B-Instruct-2507,baseline_10_4,NL,"Daarnaast stimuleerde de oorlogsindustrie de industriële ontwikkeling in Engeland, wat bijdroeg aan zijn latere industriële voorrang.Voor Nederland veranderde Napoleons invloed de politieke en administratieve structuur ingrijpend."
156,Question 8,"In 1795, France invaded the Land of the States General, creating the Batavian Republic as a French puppet state.",Qwen3-235B-A22B-Instruct-2507,baseline_10_5,NL,"In 1795 viel Frankrijk het Land van de Staten-Generaal binnen, waardoor de Bataafse Republiek ontstond als Franse vazalstaat."
157,Question 8,From 1806 to,Qwen3-235B-A22B-Instruct-2507,baseline_10_6,NL,Van 1806 tot
0,Question 7,"Yes, Napoleon's claim to emperorship gained support in parts of Europe, although that support was often based on political realities and power balances rather than general recognition out of conviction.",Qwen3-235B-A22B-Instruct-2507,rag_1_0,NL,"Ja, Napoleons aanspraak op keizerschap kreeg steun in delen van Europa, hoewel die steun vaak gebaseerd was op politieke realiteiten en machtsevenwichten in plaats van algemene erkenning uit overtuiging."
1,Question 7,"The documents given show that there were diplomatic interactions in which Napoleon is presented as a dominant figure, for example because others such as Austria are expected to adapt their plans to his strategies document 0.",Qwen3-235B-A22B-Instruct-2507,rag_1_1,NL,"Uit de gegeven documenten blijkt dat er sprake was van diplomatieke interacties waarin Napoleon als een dominante figuur wordt gepresenteerd, bijvoorbeeld doordat verwacht wordt dat anderen zoals Oostenrijk hun plannen aanpassen aan zijn strategieën document 0."
2,Question 7,"In addition, document 1 emphasizes his authority through language like the speed of lightning and speaks of the peace he will have brought to Europe, which points to a role of leadership and legitimacy.",Qwen3-235B-A22B-Instruct-2507,rag_1_2,NL,"Daarnaast wordt in document 1 zijn autoriteit benadrukt via taal als met de snelheid des bliksems en wordt gesproken over de vrede die hij aan Europa zal geschonken hebben, wat wijst op een rol van leiderschap en legitimiteit."
3,Question 7,"Document 2 also shows indirect respect for his position by linking trade measures and policies of states such as the Netherlands to compliance with French imperial directives, implying that his rule was taken seriously and followed.",Qwen3-235B-A22B-Instruct-2507,rag_1_3,NL,"Ook in document 2 wordt indirect respect voor zijn positie getoond, doordat handelsmaatregelen en beleid van staten zoals Nederland worden gekoppeld aan de naleving van Franse imperiale richtlijnen, wat impliceert dat zijn heerschappij serieus werd genomen en gevolgd."
4,Question 7,"Although some countries may have resisted internally, the context suggests that Napoleon's emperorship",Qwen3-235B-A22B-Instruct-2507,rag_1_4,NL,"Hoewel sommige landen intern misschien tegenstand boden, suggereert de context dat Napoleon's keizerschap"
5,Question 7,Napoleon Bonaparte's claim to emperorship was not universally supported in Europe.,Qwen3-235B-A22B-Instruct-2507,baseline_1_0,NL,Napoleon Bonapartes aanspraak op keizerschap werd niet algemeen gesteund in Europa.
6,Question 7,"In 1804 he appointed himself Emperor of the French, which formally took place through a plebiscite and with the consent of the French people, but many European monarchies did not legitimately recognize this title.",Qwen3-235B-A22B-Instruct-2507,baseline_1_1,NL,"In 1804 benoemde hij zichzelf tot keizer der Fransen, wat formeel plaatsvond via een plebisciete en met instemming van het Franse volk, maar veel Europese monarchieën erkenden deze titel niet legitiem."
7,Question 7,"Traditional royal houses, such as those of Austria, Russia and Great Britain, saw him as a usurper, someone who had seized power through revolution and military strength, not through hereditary succession or divine justification. Only after his victories and the conclusion of treaties, such as the Treaty of Pressburg 1805 and the marriage to Marie-Louise of Austria 1810, did some powers, such as the Habsburg Empire, indirect recognition of his position.",Qwen3-235B-A22B-Instruct-2507,baseline_1_2,NL,"Traditionele vorstenhuizen, zoals die van Oostenrijk, Rusland en Groot-Brittannië, zagen hem als een usurpator iemand die macht had gegrepen door revolutie en militaire kracht, niet door erfopvolging of goddelijke rechtvaardiging.Pas na zijn overwinningen en het sluiten van verdragen, zoals het Verdrag van Pressburg 1805 en het huwelijk met Marie-Louise van Oostenrijk 1810, gaven sommige machten, zoals het Habsburgse Rijk, indirect erkenning aan zijn positie."
8,Question 7,"Yet his emperorship remained controversial and was mainly based on military force and political realism, not on broad moral or constitutional support within Europe.",Qwen3-235B-A22B-Instruct-2507,baseline_1_3,NL,"Toch bleef zijn keizerschap omstreden en was het vooral gebaseerd op militair geweld en politiek realisme, niet op brede morele of constitutionele steun binnen Europa."
9,Question 7,"Ultimately, his rule was overthrown after his defeats in 1814 and 1",Qwen3-235B-A22B-Instruct-2507,baseline_1_4,NL,Uiteindelijk werd zijn heerschappij verworpen na zijn nederlagen in 1814 en 1
10,Question 7,"Yes, Napoleon's claim to emperorship had support in parts of Europe, although that support was often based on political calculation, balance of power, or coercion.",Qwen3-235B-A22B-Instruct-2507,rag_2_0,NL,"Ja, Napoleons aanspraak op keizerschap kreeg steun in delen van Europa, hoewel die steun vaak gebaseerd was op politieke berekening, machtsevenwicht of dwang."
